date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:03:34	148/148	---M-Z	200	added ('OK')	text/plain	etag:%22125-555d553919c80-gzip%22	http://php.net/robots.txt		(from )
00:03:35	30140/30140	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2022:30:09%20GMT	http://php.net/	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/index.html	(from )
00:03:35	822/822	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22336-50d275e263080%22	http://php.net/favicon.ico	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/favicon.ico	(from http://php.net/)
00:03:35	593/593	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2023:03:30%20GMT	http://php.net/phpnetimprovedsearch.src	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/phpnetimprovedsearch.html	(from http://php.net/)
00:03:35	7139/7139	---M--	200	added ('OK')	application/atom+xml	date:Thu,%2014%20Dec%202017%2023:03:30%20GMT	http://php.net/releases/feed.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/releases/feed.php	(from http://php.net/)
00:03:36	30140/30140	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2022:30:09%20GMT	http://php.net/index.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/index-2.html	(from http://php.net/)
00:03:36	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2014%20Dec%202017%2023:03:31%20GMT	http://php.net/index	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/index	(from http://php.net/)
00:03:36	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2014%20Dec%202017%2023:03:31%20GMT	http://php.net/index	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/index	(from http://php.net/)
00:03:36	2519/2519	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Jan%202015%2010:53:38%20GMT	http://php.net/cached.php?t=1421837618&f=/fonts/Fira/fira.css	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/cached0152.css	(from http://php.net/)
00:03:37	1709/1709	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Jan%202015%2010:53:38%20GMT	http://php.net/cached.php?t=1421837618&f=/fonts/Font-Awesome/css/fontello.css	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/cached15be.css	(from http://php.net/)
00:03:37	32158/32158	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Nov%202016%2018:00:02%20GMT	http://php.net/cached.php?t=1478800802&f=/styles/theme-base.css	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/cached3c70.css	(from http://php.net/)
00:03:37	8740/8740	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Dec%202015%2022:40:06%20GMT	http://php.net/cached.php?t=1449787206&f=/styles/theme-medium.css	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/cached00eb.css	(from http://php.net/)
00:03:37	2047/2047	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20Apr%202015%2008:30:03%20GMT	http://php.net/cached.php?t=1429259403&f=/styles/home.css	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/cached5bd9.css	(from http://php.net/)
00:03:37	1513/1513	---M--	200	added ('OK')	image/svg+xml	etag:%225e9-54d868ef60ec0%22	http://php.net/images/logos/php-logo.svg	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/images/logos/php-logo.svg	(from http://php.net/)
00:03:38	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2014%20Dec%202017%2023:03:33%20GMT	http://php.net/downloads	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/downloads	(from http://php.net/)
00:03:38	21847/21847	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2023:03:33%20GMT	http://php.net/downloads.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/downloads.html	(from http://php.net/)
00:03:38	13326/13326	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2023:03:33%20GMT	http://php.net/docs.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/docs.html	(from http://php.net/)
00:03:38	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2014%20Dec%202017%2023:03:33%20GMT	http://php.net/get-involved	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/get-involved	(from http://php.net/)
00:03:39	13525/13525	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2023:03:34%20GMT	http://php.net/get-involved.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/get-involved.html	(from http://php.net/)
00:03:39	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2014%20Dec%202017%2023:03:34%20GMT	http://php.net/support	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/support	(from http://php.net/)
00:03:39	14517/14517	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2023:03:34%20GMT	http://php.net/support.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/support.html	(from http://php.net/)
00:03:39	17967/17967	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:30%20GMT	http://php.net/manual/en/getting-started.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/getting-started.html	(from http://php.net/)
00:03:40	15695/15695	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:30%20GMT	http://php.net/manual/en/introduction.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/introduction.html	(from http://php.net/)
00:03:40	16446/16446	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:30%20GMT	http://php.net/manual/en/tutorial.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/tutorial.html	(from http://php.net/)
00:03:40	31621/31621	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/langref.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/langref.html	(from http://php.net/)
00:03:40	30180/30180	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:30%20GMT	http://php.net/manual/en/language.basic-syntax.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.basic-syntax.html	(from http://php.net/)
00:03:41	19912/19912	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.types.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.types.html	(from http://php.net/)
00:03:41	55364/55364	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.variables.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.variables.html	(from http://php.net/)
00:03:42	48624/48624	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.constants.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.constants.html	(from http://php.net/)
00:03:43	39495/39495	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.control-structures.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.control-structures.html	(from http://php.net/)
00:03:43	82059/82059	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.expressions.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.expressions.html	(from http://php.net/)
00:03:43	50431/50431	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.operators.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.operators.html	(from http://php.net/)
00:03:43	19565/19565	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.functions.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.functions.html	(from http://php.net/)
00:03:44	42622/42622	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.namespaces.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.namespaces.html	(from http://php.net/)
00:03:44	60703/60703	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.oop5.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.oop5.html	(from http://php.net/)
00:03:44	19574/19574	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.errors.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.errors.html	(from http://php.net/)
00:03:45	19431/19431	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.generators.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.generators.html	(from http://php.net/)
00:03:45	118435/118435	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.exceptions.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.exceptions.html	(from http://php.net/)
00:03:46	19932/19932	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/reserved.exceptions.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/reserved.exceptions.html	(from http://php.net/)
00:03:47	21240/21240	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/reserved.interfaces.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/reserved.interfaces.html	(from http://php.net/)
00:03:47	149131/149131	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:31%20GMT	http://php.net/manual/en/language.references.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/language.references.html	(from http://php.net/)
00:03:47	100447/100447	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/reserved.variables.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/reserved.variables.html	(from http://php.net/)
00:03:47	20438/20438	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/context.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/context.html	(from http://php.net/)
00:03:49	73080/73080	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/wrappers.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/wrappers.html	(from http://php.net/)
00:03:49	19556/19556	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.intro.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.intro.html	(from http://php.net/)
00:03:49	20199/20199	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.general.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.general.html	(from http://php.net/)
00:03:49	42430/42430	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.html	(from http://php.net/)
00:03:50	27318/27318	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.apache.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.apache.html	(from http://php.net/)
00:03:50	39474/39474	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.cgi-bin.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.cgi-bin.html	(from http://php.net/)
00:03:50	18186/18186	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.sessions.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.sessions.html	(from http://php.net/)
00:03:51	27788/27788	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.database.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.database.html	(from http://php.net/)
00:03:51	45363/45363	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.filesystem.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.filesystem.html	(from http://php.net/)
00:03:51	26536/26536	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.errors.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.errors.html	(from http://php.net/)
00:03:52	33113/33113	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.variables.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.variables.html	(from http://php.net/)
00:03:52	56493/56493	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.globals.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.globals.html	(from http://php.net/)
00:03:52	21522/21522	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.magicquotes.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.magicquotes.html	(from http://php.net/)
00:03:53	22711/22711	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.current.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.current.html	(from http://php.net/)
00:03:53	57950/57950	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:32%20GMT	http://php.net/manual/en/security.hiding.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/security.hiding.html	(from http://php.net/)
00:03:53	21713/21713	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.html	(from http://php.net/)
00:03:54	17978/17978	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.sessions.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.sessions.html	(from http://php.net/)
00:03:55	37761/37761	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.cookies.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.cookies.html	(from http://php.net/)
00:03:55	27203/27203	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.xforms.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.xforms.html	(from http://php.net/)
00:03:56	246388/246388	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.http-auth.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.http-auth.html	(from http://php.net/)
00:03:56	31290/31290	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.remote-files.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.remote-files.html	(from http://php.net/)
00:03:57	91063/91063	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.file-upload.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.file-upload.html	(from http://php.net/)
00:03:57	52522/52522	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.connection-handling.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.connection-handling.html	(from http://php.net/)
00:03:58	43341/43341	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.persistent-connections.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.persistent-connections.html	(from http://php.net/)
00:03:58	36293/36293	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.safe-mode.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.safe-mode.html	(from http://php.net/)
00:03:58	18036/18036	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.gc.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.gc.html	(from http://php.net/)
00:03:59	18053/18053	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.dtrace.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.dtrace.html	(from http://php.net/)
00:03:59	32286/32286	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:05:07%20GMT	http://php.net/manual/en/funcref.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/funcref.html	(from http://php.net/)
00:03:59	143031/143031	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:33%20GMT	http://php.net/manual/en/features.commandline.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/features.commandline.html	(from http://php.net/)
00:03:59	28066/28066	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:36%20GMT	http://php.net/manual/en/refs.basic.php.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.basic.php.html	(from http://php.net/)
00:03:59	23361/23361	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:36%20GMT	http://php.net/manual/en/refs.utilspec.audio.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.utilspec.audio.html	(from http://php.net/)
00:04:00	21934/21934	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:37%20GMT	http://php.net/manual/en/refs.remote.auth.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.remote.auth.html	(from http://php.net/)
00:04:00	23710/23710	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:38%20GMT	http://php.net/manual/en/refs.utilspec.cmdline.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.utilspec.cmdline.html	(from http://php.net/)
00:04:00	24147/24147	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:40%20GMT	http://php.net/manual/en/refs.compression.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.compression.html	(from http://php.net/)
00:04:00	21476/21476	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:40%20GMT	http://php.net/manual/en/refs.creditcard.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.creditcard.html	(from http://php.net/)
00:04:01	24188/24188	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:03:42%20GMT	http://php.net/manual/en/refs.crypto.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.crypto.html	(from http://php.net/)
00:04:01	22921/22921	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:02%20GMT	http://php.net/manual/en/refs.database.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.database.html	(from http://php.net/)
00:04:01	23156/23156	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:03%20GMT	http://php.net/manual/en/refs.calendar.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.calendar.html	(from http://php.net/)
00:04:01	24530/24530	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:05%20GMT	http://php.net/manual/en/refs.fileprocess.file.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.fileprocess.file.html	(from http://php.net/)
00:04:02	26936/26936	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:10%20GMT	http://php.net/manual/en/refs.international.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.international.html	(from http://php.net/)
00:04:02	27442/27442	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:19%20GMT	http://php.net/manual/en/refs.utilspec.image.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.utilspec.image.html	(from http://php.net/)
00:04:02	22937/22937	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:20%20GMT	http://php.net/manual/en/refs.remote.mail.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.remote.mail.html	(from http://php.net/)
00:04:02	23335/23335	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:23%20GMT	http://php.net/manual/en/refs.math.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.math.html	(from http://php.net/)
00:04:03	26812/26812	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:27%20GMT	http://php.net/manual/en/refs.utilspec.nontext.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.utilspec.nontext.html	(from http://php.net/)
00:04:03	27602/27602	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:30%20GMT	http://php.net/manual/en/refs.fileprocess.process.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.fileprocess.process.html	(from http://php.net/)
00:04:03	34343/34343	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:40%20GMT	http://php.net/manual/en/refs.basic.other.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.basic.other.html	(from http://php.net/)
00:04:03	35213/35213	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:49%20GMT	http://php.net/manual/en/refs.remote.other.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.remote.other.html	(from http://php.net/)
00:04:04	24858/24858	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:53%20GMT	http://php.net/manual/en/refs.search.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.search.html	(from http://php.net/)
00:04:04	22613/22613	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:53%20GMT	http://php.net/manual/en/refs.utilspec.server.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.utilspec.server.html	(from http://php.net/)
00:04:04	22867/22867	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Dec%202017%2005:04:53%20GMT	http://php.net/manual/en/refs.basic.session.php	C:/Users/Jause/Desktop/Ejercicios%20examen%20DES/WEB_PHP.net/xdd/php.net/manual/en/refs.basic.session.html	(from http://php.net/)
